what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677374557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677376213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677396150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677423447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677425057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677433541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677437682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677465104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344677478385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1344677486838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677510072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677595463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677627525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677637557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677680229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677690604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677694025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677711104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344677739260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1344677752057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677766588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677767979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677769416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677770135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677818432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677824510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677825463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677859010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1344677864229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677865744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677865838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344677866229
