what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502727296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502731734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502739921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502747203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343502749531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502750687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502755671
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1343502755703
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343502757296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502760593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502763281
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1343502763296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502780031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502783968
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1343502786843
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1343502788031
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1343502789546
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1343502790374
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1343502794734
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1343502796312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343502796437
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1343502796437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502802312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502807468
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1343502809546
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343502817109
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343502831937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502851562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502901843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502904687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502914234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502918828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502931593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343502944031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502962078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343502984124
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343502984296
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1343502987656
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1343502987734
