what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345379781640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345379852468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379854218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379862500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345379884578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379885640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379893140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345379904140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379959375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345379977390
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1345379986640
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1345379987515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380013703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380015468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380016750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380019109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380027750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380037421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380039718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345380042562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380044015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380059562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380062875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380064187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380090437
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345380090671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380184250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380325671
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345380325890
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345380328890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380358828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380362328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345380363640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380376140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345380381218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345380385937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380390921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380409750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380423109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380427640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380430500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380450984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380459093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380476703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380481921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380484734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380559531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380575250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380576828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380597406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380624625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380627437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380640250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345380641187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345380641671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345380643078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345380643671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345380650218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345380653078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380656640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380657921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380716406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380725250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380727203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380733781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345380738484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380740140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380876843
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345380877046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345380962109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381035281
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381035453
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381037625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345381055328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381058953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381068562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345381072156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381079703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381082906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345381085968
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381088687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345381091312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381102875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381104187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381127562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381145390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381149421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381152437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381155250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381156890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381158203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381160140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345381161109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381162062
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381167109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381204968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381208515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381247109
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381296734
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381297921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345381363500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345381376265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381382312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381383390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381392828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381396437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381398078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381498421
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381498593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345381505546
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381507062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345381517156
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381519218
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381522515
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381526015
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1345381532453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345381534734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1345381535328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1345381536906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345381544718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381545718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381547109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381609968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381618640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381620359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381631390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381642593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381644156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381672750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1345381699500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1345381705546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1345381706453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345381706796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345381708468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345387836984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345387837125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345387838843
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345387848984
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345387852093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345387853437
started,bundle,com.springsource.sts.config.ui,2.8.1.201111221000-RELEASE,"com.springsource.sts.config.ui",1345387853703
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1345387854843
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1345387854843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345387875828
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345387876062
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345387876156
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1345387876296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345388055906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388100843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388101421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388101437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388109203
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.extract.method",1345388109218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388125687
started,bundle,org.codehaus.groovy.eclipse.refactoring,2.6.0.xx-20111212-0900-e37-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1345388158015
started,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.8.1.201111220115-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1345388158281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388161125
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.extract.method",1345388161156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1345388171046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1345388187203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1345388197968
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1345388199625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388201203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388202718
started,bundle,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms",1345388211875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388216375
started,bundle,com.android.ide.eclipse.traceview,20.0.0.v201206242043-391819,"com.android.ide.eclipse.traceview",1345388220000
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1345388285109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388293390
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.ExpressionView",1345388296828
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388298421
opened,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388299328
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1345388300156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388300203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388303812
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388303937
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1345388304484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388313781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388326843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388329656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388384984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388395171
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388476515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388476515
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388476531
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388476578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388478578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388480406
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388480421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1345388483078
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1345388485562
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1345388486703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388491843
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388640906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388640906
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388640921
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388640937
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388647593
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1345388647671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388651609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388660171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388664578
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388669375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388669375
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388669390
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388669515
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345388675515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388686203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388697953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388708796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388717875
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388717906
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1345388717953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388721203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388731484
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1345388736828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388745078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388806609
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388806625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388823906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388895187
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1345388899281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388902687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388906500
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345388906515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1345388907656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345388920515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389299921
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345389300000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389304343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389313828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389335000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389352515
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345389352531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389367468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389399265
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1345389399296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389406328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345389417421
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1345389417593
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1345389417921
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1345389420328
